LOCATION,IF_INCLUDE,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
Chelan,0,Washington,3,1,0,,Chelan Washington,53007,72453,251
Lewis,0,Washington,2,1,0,,Lewis Washington,53041,75455,125
Franklin,0,Washington,2,,0,,Franklin Washington,53021,78163,106
Cowlitz,0,Washington,2,1,0,,Cowlitz Washington,53015,102410,202
Clallam,0,Washington,2,1,0,,Clallam Washington,53009,71404,163
Mason,0,Washington,1,,0,,Mason Washington,53045,60699,25
Lincoln,0,Washington,1,,0,,Lincoln Washington,53043,10570,85
San Juan,0,Washington,1,1,0,,San Juan Washington,53055,15769,25
Grays Harbor,0,Washington,1,,0,,Grays Harbor Washington,53027,72797,130
Walla Walla,0,Washington,1,1,0,,Walla Walla Washington,53071,58781,316
Stevens,0,Washington,1,1,0,,Stevens Washington,53065,43531,90
Columbia,0,Washington,1,,0,,Columbia Washington,53013,4078,25
California state,1,California,1407,156,25,1,California state California,#N/A,#N/A,#N/A
Los Angeles,0,California,292,,2,,Los Angeles California,06037,9818605,28383
Santa Clara,0,California,263,67,8,,Santa Clara California,06085,1781642,3831
San Diego,0,California,127,,0,,San Diego California,06073,3095313,7623
San Mateo,0,California,110,10,1,,San Mateo California,06081,718451,1781
San Francisco,0,California,84,8,0,,San Francisco California,06075,805235,4733
Orange,0,California,78,13,0,,Orange California,06059,3010232,7902
Alameda,0,California,68,20,0,,Alameda California,06001,1510271,3833
Sacramento,0,California,53,,3,,Sacramento California,06067,1418788,3500
Contra Costa,0,California,51,5,1,,Contra Costa California,06013,1049025,1804
Marin,0,California,38,,0,,Marin California,06041,252409,458
San Joaquin,0,California,31,6,2,,San Joaquin California,06077,685306,1256
Riverside,0,California,28,,4,,Riverside California,06065,2189641,3945
Sonoma,0,California,22,13,1,,Sonoma California,06097,483878,1956
San Luis Obispo,0,California,21,5,0,,San Luis Obispo California,06079,269637,1747
Ventura,0,California,19,,0,,Ventura California,06111,823318,1660
Santa Cruz,0,California,15,,0,,Santa Cruz California,06087,262382,375
Solano,0,California,13,,0,,Solano California,06095,413344,749
Tulare,0,California,12,1,0,,Tulare California,06107,442179,2086
Monterey,0,California,11,4,1,1,Monterey California,06053,415057,793
San Bernardino,0,California,10,1,0,,San Bernardino California,06071,2035210,5906
Placer,0,California,9,,1,,Placer California,06061,348432,748
Santa Barbara,0,California,9,,0,,Santa Barbara California,06083,423895,1054
Yolo,0,California,6,,0,,Yolo California,06113,200849,156
Fresno,0,California,6,,0,,Fresno California,06019,930450,3551
Stanislaus,0,California,5,,0,,Stanislaus California,06099,514453,1584
San Benito,0,California,5,,1,,San Benito California,06069,55269,181
Kern,0,California,5,1,0,,Kern California,06029,839631,1833
Imperial,0,California,4,,0,,Imperial California,06025,174528,268
Madera,0,California,3,,0,,Madera California,06039,150865,462
Calaveras,0,California,2,,0,,Calaveras California,06009,45578,48
Humboldt,0,California,2,1,0,,Humboldt California,06023,134623,299
Nevada,0,California,1,,0,,Nevada California,06057,98764,176
Shasta,0,California,1,,0,,Shasta California,06089,177223,748
Mendocino,0,California,1,,0,,Mendocino California,06045,87841,141
Amador,0,California,1,,0,,Amador California,06005,38091,52
Mono,0,California,1,1,0,,Mono California,06051,14202,17
New Jersey state,1,New Jersey,1327,437,16,5,New Jersey state New Jersey,#N/A,#N/A,#N/A
Bergen,0,New Jersey,363,114,6,2,Bergen New Jersey,34003,905116,3019
Unassigned,2,New Jersey,140,48,0,,Unassigned New Jersey,#N/A,#N/A,#N/A
Middlesex,0,New Jersey,116,40,0,,Middlesex New Jersey,34023,809858,2657
Essex,0,New Jersey,107,34,4,1,Essex New Jersey,34013,783969,4007
Hudson,0,New Jersey,97,31,1,,Hudson New Jersey,34017,634266,1878
Monmouth,0,New Jersey,92,39,3,1,Monmouth New Jersey,34025,630380,2176
Union,0,New Jersey,81,38,0,,Union New Jersey,34039,536499,1521
Passaic,0,New Jersey,67,18,0,,Passaic New Jersey,34031,501226,1187
Morris,0,New Jersey,64,29,1,1,Morris New Jersey,34027,492276,2005
Ocean,0,New Jersey,62,13,1,,Ocean New Jersey,34029,576567,1522
Somerset,0,New Jersey,34,6,0,,Somerset New Jersey,34035,323444,759
Mercer,0,New Jersey,30,8,0,,Mercer New Jersey,34021,366513,1690
Burlington,0,New Jersey,21,4,0,,Burlington New Jersey,34005,448734,1112
Camden,0,New Jersey,15,4,0,,Camden New Jersey,34007,513657,2518
Hunterdon,0,New Jersey,14,3,0,,Hunterdon New Jersey,34019,128349,184
Gloucester,0,New Jersey,6,1,0,,Gloucester New Jersey,34015,288288,609
Sussex,0,New Jersey,6,3,0,,Sussex New Jersey,34037,149265,146
Warren,0,New Jersey,5,2,0,,Warren New Jersey,34041,108692,309
Atlantic,0,New Jersey,4,1,0,,Atlantic New Jersey,34001,274549,1414
Cape May,0,New Jersey,2,1,0,,Cape May New Jersey,34009,97265,242
Cumberland,0,New Jersey,1,,0,,Cumberland New Jersey,34011,156898,511
Michigan state,1,Michigan,789,236,6,2,Michigan state Michigan,#N/A,#N/A,#N/A
Detroit City,3 combined to wayne,Michigan,248,99,3,1,Detroit City Michigan,#N/A,#N/A,#N/A
Oakland,0,Michigan,230,46,2,1,Oakland Michigan,26125,1202362,4435
Wayne,3,Michigan,350,134,4,1,Wayne Michigan,26163,1820584,6009
Macomb,0,Michigan,101,15,0,,Macomb Michigan,26099,840978,1119
Washtenaw,0,Michigan,29,13,0,,Washtenaw Michigan,26161,344791,1719
Kent,0,Michigan,21,9,0,,Kent Michigan,26081,602622,1840
Ingham,0,Michigan,11,4,0,,Ingham Michigan,26065,280895,1093
St. Clair,0,Michigan,7,,0,,St. Clair Michigan,26147,163040,398
Genesee,0,Michigan,7,3,0,,Genesee Michigan,26049,425790,1169
Livingston,0,Michigan,6,3,0,,Livingston Michigan,26093,180967,177
Midland,0,Michigan,3,,0,,Midland Michigan,26111,83629,308
Monroe,0,Michigan,3,,0,,Monroe Michigan,26115,152021,217
Berrien,0,Michigan,2,2,0,,Berrien Michigan,26021,156813,512
Clinton,0,Michigan,2,1,0,,Clinton Michigan,26037,75382,25
Eaton,0,Michigan,2,,0,,Eaton Michigan,26045,107759,45
Ottawa,0,Michigan,2,1,0,,Ottawa Michigan,26139,263801,311
Allegan,0,Michigan,1,1,0,,Allegan Michigan,26005,111408,68
Montcalm,0,Michigan,1,,0,,Montcalm Michigan,26117,63342,148
Bay,0,Michigan,1,,0,,Bay Michigan,26017,107771,389
Leelanau,0,Michigan,1,,0,,Leelanau Michigan,26089,21708,0
Charlevoix,0,Michigan,1,,0,,Charlevoix Michigan,26029,25949,25
Out of State,2,Michigan,1,,0,,Out of State Michigan,#N/A,#N/A,#N/A
Barry,0,Michigan,1,,0,,Barry Michigan,26015,59173,49
Wexford,0,Michigan,1,1,0,,Wexford Michigan,26165,32735,49
Clare,0,Michigan,1,1,0,,Clare Michigan,26035,30926,49
Jackson,0,Michigan,1,,0,,Jackson Michigan,26075,160248,389
Calhoun,0,Michigan,1,1,0,,Calhoun Michigan,26025,136146,291
Saginaw,0,Michigan,1,1,0,,Saginaw Michigan,26145,200169,968
Otsego,0,Michigan,1,,0,,Otsego Michigan,26137,24164,46
Florida state,1,Florida,763,198,13,2,Florida state Florida,#N/A,#N/A,#N/A
Miami-Dade,0,Florida,169,46,0,,Miami-Dade Florida,12086,2496435,9965
Broward,0,Florida,164,36,3,1,Broward Florida,12011,1748066,6715
Palm Beach,0,Florida,56,14,0,,Palm Beach Florida,12099,1320134,4993
Hillsborough,0,Florida,47,15,0,,Hillsborough Florida,12057,1229226,4857
Orange,0,Florida,29,6,2,,Orange Florida,12095,1145956,4751
Pinellas,0,Florida,29,7,0,,Pinellas Florida,12103,916542,4119
Collier,0,Florida,28,1,0,,Collier Florida,12021,321520,1051
Duval,0,Florida,25,8,1,1,Duval Florida,12031,864263,4071
Alachua,0,Florida,25,10,0,,Alachua Florida,12001,247336,1765
Osceola,0,Florida,21,8,0,,Osceola Florida,12097,268685,997
Lee,0,Florida,17,3,2,,Lee Florida,12071,618754,2240
Sarasota,0,Florida,14,6,0,,Sarasota Florida,12115,379448,1618
Manatee,0,Florida,13,3,1,,Manatee Florida,12081,322833,806
Okaloosa,0,Florida,12,5,0,,Okaloosa Florida,12091,180822,673
Seminole,0,Florida,12,2,0,,Seminole Florida,12117,422718,965
Volusia,0,Florida,11,1,0,,Volusia Florida,12127,494593,2042
Polk,0,Florida,10,1,0,,Polk Florida,12105,602095,1793
St. Johns,0,Florida,9,2,0,,St. Johns Florida,12109,190039,335
Pasco,0,Florida,8,1,1,,Pasco Florida,12101,464697,1440
Citrus,0,Florida,8,5,0,,Citrus Florida,12017,141236,332
Hernando,0,Florida,6,2,0,,Hernando Florida,12053,172778,620
Clay,0,Florida,6,2,1,,Clay Florida,12019,190865,416
Indian River,0,Florida,5,2,0,,Indian River Florida,12061,138028,612
Brevard,0,Florida,5,1,0,,Brevard Florida,12009,543376,1768
Sumter,0,Florida,4,2,0,,Sumter Florida,12119,93420,339
Walton,0,Florida,4,1,0,,Walton Florida,12131,55043,108
Lake,0,Florida,4,1,0,,Lake Florida,12069,297052,897
Leon,0,Florida,4,,1,,Leon Florida,12073,275487,1208
Santa Rosa,0,Florida,3,,1,,Santa Rosa Florida,12113,151372,385
Charlotte,0,Florida,2,,0,,Charlotte Florida,12015,159978,823
Marion,0,Florida,2,2,0,,Marion Florida,12083,331298,919
Monroe,0,Florida,1,,0,,Monroe Florida,12087,73090,148
Nassau,0,Florida,1,,0,,Nassau Florida,12089,73314,54
Jackson,0,Florida,1,,0,,Jackson Florida,12063,49746,87
Martin,0,Florida,1,,0,,Martin Florida,12085,146318,558
Escambia,0,Florida,1,,0,,Escambia Florida,12033,297619,1276
Gadsden,0,Florida,1,,0,,Gadsden Florida,12039,46389,1253
Baker,0,Florida,1,1,0,,Baker Florida,12003,27115,1163
Bay,0,Florida,1,1,0,,Bay Florida,12005,168852,752
Putnam,0,Florida,1,1,0,,Putnam Florida,12107,74364,99
St. Lucie,0,Florida,1,1,0,,St. Lucie Florida,12111,277789,836
Unassigned,2,Florida,1,1,0,,Unassigned Florida,#N/A,#N/A,#N/A
Louisiana state,1,Louisiana,763,229,20,6,Louisiana state Louisiana,#N/A,#N/A,#N/A
Orleans,0,Louisiana,418,92,15,5,Orleans Louisiana,22071,343829,1647
Jefferson,0,Louisiana,166,62,3,1,Jefferson Louisiana,22051,432552,1628
St. Tammany,0,Louisiana,22,10,0,,St. Tammany Louisiana,22103,233740,946
East Baton Rouge,0,Louisiana,18,11,0,,East Baton Rouge Louisiana,22033,440171,2055
Caddo,0,Louisiana,15,3,0,,Caddo Louisiana,22017,254969,2026
Ascension,0,Louisiana,12,9,0,,Ascension Louisiana,22005,107215,83
St. Bernard,0,Louisiana,12,7,0,,St. Bernard Louisiana,22087,35897,0
Terrebonne,0,Louisiana,11,4,0,,Terrebonne Louisiana,22109,111860,367
Lafourche,0,Louisiana,11,6,0,,Lafourche Louisiana,22057,96318,203
St. John the Baptist,0,Louisiana,9,3,0,,St. John the Baptist Louisiana,22095,45924,0
Unassigned,2,Louisiana,9,4,0,,Unassigned Louisiana,#N/A,#N/A,#N/A
St. Charles,0,Louisiana,7,,0,,St. Charles Louisiana,22089,52780,59
Lafayette,0,Louisiana,6,,0,,Lafayette Louisiana,22055,221578,1110
Bossier,0,Louisiana,5,,0,,Bossier Louisiana,22015,116979,404
Calcasieu,0,Louisiana,4,1,0,,Calcasieu Louisiana,22019,192768,690
Plaquemines,0,Louisiana,4,3,0,,Plaquemines Louisiana,22075,23042,0
St. Landry,0,Louisiana,3,1,0,,St. Landry Louisiana,22097,83384,360
West Baton Rouge,0,Louisiana,3,,0,,West Baton Rouge Louisiana,22121,23788,0
Tangipahoa,0,Louisiana,3,2,0,,Tangipahoa Louisiana,22105,121097,404
De Soto,0,Louisiana,2,,0,,De Soto Louisiana,22031,26656,0
Iberia,0,Louisiana,2,,0,,Iberia Louisiana,22045,73240,211
Iberville,0,Louisiana,2,1,0,,Iberville Louisiana,22047,33387,0
Livingston,0,Louisiana,2,1,0,,Livingston Louisiana,22063,128026,59
Rapides,0,Louisiana,2,,0,,Rapides Louisiana,22079,131613,906
Washington,0,Louisiana,2,,0,,Washington Louisiana,22117,47168,25
Evangeline,0,Louisiana,2,2,0,,Evangeline Louisiana,22039,33984,250
Ouachita,0,Louisiana,2,2,0,,Ouachita Louisiana,22073,153720,679
Catahoula,0,Louisiana,1,,1,,Catahoula Louisiana,22025,10407,0
Assumption,0,Louisiana,1,,0,,Assumption Louisiana,22007,23421,6
St. Mary,0,Louisiana,1,1,0,,St. Mary Louisiana,22101,54650,187
St. James,0,Louisiana,1,,1,,St. James Louisiana,22093,22102,20
Webster,0,Louisiana,1,,0,,Webster Louisiana,22119,41207,196
Avoyelles,0,Louisiana,1,1,0,,Avoyelles Louisiana,22009,42073,55
Beauregard,0,Louisiana,1,1,0,,Beauregard Louisiana,22011,35654,80
Bienville,0,Louisiana,1,1,0,,Bienville Louisiana,22013,14353,21
Claiborne,0,Louisiana,1,1,0,,Claiborne Louisiana,22027,17195,0
Acadia,0,Louisiana,0,,0,,Acadia Louisiana,22001,61773,41
Illinois state,1,Illinois,753,169,6,1,Illinois state Illinois,#N/A,#N/A,#N/A
Cook,0,Illinois,548,137,3,,Cook Illinois,17031,5194675,17992
DuPage,0,Illinois,65,8,0,,DuPage Illinois,17043,916924,1880
Lake,0,Illinois,63,10,0,,Lake Illinois,17097,703462,968
Will,0,Illinois,12,2,1,,Will Illinois,17197,677560,917
McHenry,0,Illinois,11,3,0,,McHenry Illinois,17111,308760,343
Kane,0,Illinois,8,,0,,Kane Illinois,17089,515269,1101
McLean,0,Illinois,6,2,0,,McLean Illinois,17113,169572,200
Sangamon,0,Illinois,4,,1,,Sangamon Illinois,17167,197465,1045
Winnebago,0,Illinois,4,2,0,,Winnebago Illinois,17201,295266,907
Unassigned,2,Illinois,3,,1,1,Unassigned Illinois,#N/A,#N/A,#N/A
St. Clair,0,Illinois,3,,0,,St. Clair Illinois,17163,270056,818
Champaign,0,Illinois,3,2,0,,Champaign Illinois,17019,201081,549
Clinton,0,Illinois,3,,0,,Clinton Illinois,17027,37762,0
Peoria,0,Illinois,3,,0,,Peoria Illinois,17143,186494,1122
Madison,0,Illinois,2,1,0,,Madison Illinois,17119,269282,943
Woodford,0,Illinois,2,,0,,Woodford Illinois,17203,38664,18
Kendall,0,Illinois,2,,0,,Kendall Illinois,17093,114736,0
Kankakee,0,Illinois,2,1,0,,Kankakee Illinois,17091,113449,468
Williamson,0,Illinois,1,,0,,Williamson Illinois,17199,66357,431
Jackson,0,Illinois,1,,0,,Jackson Illinois,17077,60218,184
LaSalle,0,Illinois,1,,0,,LaSalle Illinois,17099,113924,244
Washington,0,Illinois,1,,0,,Washington Illinois,17189,14716,0
Adams,0,Illinois,1,,0,,Adams Illinois,17001,67103,335
Whiteside,0,Illinois,1,,0,,Whiteside Illinois,17195,58498,135
Christian,0,Illinois,1,,0,,Christian Illinois,17021,34800,67
Cumberland,0,Illinois,1,,0,,Cumberland Illinois,17035,11048,0
DeKalb,0,Illinois,1,1,0,,DeKalb Illinois,17037,105160,191
Georgia state,1,Georgia,555,72,20,6,Georgia state Georgia,#N/A,#N/A,#N/A
Fulton,0,Georgia,99,11,2,,Fulton Georgia,13121,920581,4353
Bartow,0,Georgia,56,2,0,,Bartow Georgia,13015,100157,80
Cobb,0,Georgia,50,3,2,,Cobb Georgia,13067,688078,1099
Dougherty,0,Georgia,47,3,6,,Dougherty Georgia,13095,94565,939
DeKalb,0,Georgia,41,5,0,,DeKalb Georgia,13089,691893,2436
Unassigned,2,Georgia,37,9,6,6,Unassigned Georgia,#N/A,#N/A,#N/A
Gwinnett,0,Georgia,23,,1,,Gwinnett Georgia,13135,805321,847
Cherokee,0,Georgia,17,1,0,,Cherokee Georgia,13057,214346,79
Carroll,0,Georgia,14,7,0,,Carroll Georgia,13045,110527,303
Lee,0,Georgia,14,1,0,,Lee Georgia,13177,28298,0
Clayton,0,Georgia,13,3,0,,Clayton Georgia,13063,259424,558
Richmond,0,Georgia,10,2,0,,Richmond Georgia,13245,200549,2470
Fayette,0,Georgia,9,,1,,Fayette Georgia,13113,106567,157
Clarke,0,Georgia,9,,0,,Clarke Georgia,13059,116714,574
Hall,0,Georgia,8,2,0,,Hall Georgia,13139,179684,557
Floyd,0,Georgia,8,1,1,,Floyd Georgia,13115,96317,559
Coweta,0,Georgia,8,2,0,,Coweta Georgia,13077,127317,211
Henry,0,Georgia,7,1,0,,Henry Georgia,13151,203922,265
Lowndes,0,Georgia,7,,0,,Lowndes Georgia,13185,109233,430
Troup,0,Georgia,4,2,0,,Troup Georgia,13285,67044,276
Forsyth,0,Georgia,4,,0,,Forsyth Georgia,13117,175511,187
Chatham,0,Georgia,4,2,0,,Chatham Georgia,13051,265128,1717
Paulding,0,Georgia,4,1,0,,Paulding Georgia,13223,142324,83
Douglas,0,Georgia,4,3,0,,Douglas Georgia,13097,132403,192
Gordon,0,Georgia,4,1,0,,Gordon Georgia,13129,55186,80
Polk,0,Georgia,4,1,0,,Polk Georgia,13233,41475,53
Newton,0,Georgia,4,,0,,Newton Georgia,13217,99958,97
Columbia,0,Georgia,3,1,0,,Columbia Georgia,13073,124053,0
Baldwin,0,Georgia,2,2,0,,Baldwin Georgia,13009,45720,340
Early,0,Georgia,2,,1,,Early Georgia,13099,11008,25
Glynn,0,Georgia,2,,0,,Glynn Georgia,13127,79626,401
Laurens,0,Georgia,2,,0,,Laurens Georgia,13175,48434,368
Peach,0,Georgia,2,1,0,,Peach Georgia,13225,27695,25
Muscogee,0,Georgia,2,1,0,,Muscogee Georgia,13215,189885,1374
Houston,0,Georgia,2,,0,,Houston Georgia,13153,139900,276
Rockdale,0,Georgia,2,1,0,,Rockdale Georgia,13247,85215,146
Tift,0,Georgia,2,1,0,,Tift Georgia,13277,40118,191
Spalding,0,Georgia,2,,0,,Spalding Georgia,13255,64073,160
Worth,0,Georgia,2,,0,,Worth Georgia,13321,21679,25
Pickens,0,Georgia,2,,0,,Pickens Georgia,13227,29431,48
Sumter,0,Georgia,2,,0,,Sumter Georgia,13261,32819,76
Terrell,0,Georgia,2,,0,,Terrell Georgia,13273,9315,0
Miller,0,Georgia,1,,0,,Miller Georgia,13201,6125,25
Turner,0,Georgia,1,,0,,Turner Georgia,13287,8930,0
Heard,0,Georgia,1,,0,,Heard Georgia,13149,11834,0
Dawson,0,Georgia,1,,0,,Dawson Georgia,13085,22330,0
Barrow,0,Georgia,1,,0,,Barrow Georgia,13013,69367,56
Effingham,0,Georgia,1,,0,,Effingham Georgia,13103,52250,25
Bibb,0,Georgia,1,,0,,Bibb Georgia,13021,155547,1182
Oconee,0,Georgia,1,,0,,Oconee Georgia,13219,32808,0
Charlton,0,Georgia,1,,0,,Charlton Georgia,13049,12171,0
Lamar,0,Georgia,1,,0,,Lamar Georgia,13171,18317,0
Monroe,0,Georgia,1,,0,,Monroe Georgia,13207,26424,25
Randolph,0,Georgia,1,,0,,Randolph Georgia,13243,7719,25
Whitfield,0,Georgia,1,,0,,Whitfield Georgia,13313,102599,282
Lincoln,0,Georgia,1,1,0,,Lincoln Georgia,13181,7996,0
Lumpkin,0,Georgia,1,1,0,,Lumpkin Georgia,13187,29966,49
Texas state,1,Texas,542,112,5,,Texas state Texas,#N/A,#N/A,#N/A
Dallas,0,Texas,95,21,1,,Dallas Texas,48113,2368139,8721
Harris,0,Texas,68,13,1,,Harris Texas,48201,4092459,15865
Travis,0,Texas,62,4,0,,Travis Texas,48453,1024266,3821
Tarrant,0,Texas,42,13,1,,Tarrant Texas,48439,1809034,6810
Bexar,0,Texas,39,10,0,,Bexar Texas,48029,1714773,8084
Fort Bend,0,Texas,29,5,0,,Fort Bend Texas,48157,585375,1105
Collin,0,Texas,27,,1,,Collin Texas,48085,782341,2649
Denton,0,Texas,24,9,0,,Denton Texas,48121,662614,1516
McLennan,0,Texas,16,3,0,,McLennan Texas,48309,234906,285
Brazoria,0,Texas,14,4,0,,Brazoria Texas,48039,313166,357
Montgomery,0,Texas,13,3,0,,Montgomery Texas,48339,455746,1908
Brazos,0,Texas,10,4,0,,Brazos Texas,48041,194851,658
Williamson,0,Texas,9,1,0,,Williamson Texas,48491,422679,1009
Lubbock,0,Texas,9,4,0,,Lubbock Texas,48303,278831,1563
Bell,0,Texas,8,1,0,,Bell Texas,48027,310235,1091
Galveston,0,Texas,8,2,0,,Galveston Texas,48167,291309,711
El Paso,0,Texas,7,1,0,,El Paso Texas,48141,800647,2813
Smith,0,Texas,6,1,0,,Smith Texas,48423,209714,1337
Hays,0,Texas,6,,0,,Hays Texas,48209,157107,354
Wichita,0,Texas,4,,0,,Wichita Texas,48485,131500,559
Hockley,0,Texas,3,2,0,,Hockley Texas,48219,22935,48
Matagorda,0,Texas,3,,1,,Matagorda Texas,48321,36702,75
Ellis,0,Texas,3,2,0,,Ellis Texas,48139,149610,164
Castro,0,Texas,2,1,0,,Castro Texas,48069,8062,17
Randall,0,Texas,2,,0,,Randall Texas,48381,120725,4
Brown,0,Texas,2,,0,,Brown Texas,48049,38106,194
Cameron,0,Texas,2,1,0,,Cameron Texas,48061,406220,1463
Comal,0,Texas,2,,0,,Comal Texas,48091,108472,340
Grimes,0,Texas,2,1,0,,Grimes Texas,48185,26604,25
Johnson,0,Texas,2,,0,,Johnson Texas,48251,150934,137
Jefferson,0,Texas,2,1,0,,Jefferson Texas,48245,252273,1593
Gregg,0,Texas,1,,0,,Gregg Texas,48183,121730,846
Fannin,0,Texas,1,,0,,Fannin Texas,48147,33915,25
Rusk,0,Texas,1,,0,,Rusk Texas,48401,53330,96
Webb,0,Texas,1,,0,,Webb Texas,48479,250304,578
Van Zandt,0,Texas,1,,0,,Van Zandt Texas,48467,52579,52
Bowie,0,Texas,1,,0,,Bowie Texas,48037,92565,841
Crane,0,Texas,1,,0,,Crane Texas,48103,4375,25
Lamar,0,Texas,1,,0,,Lamar Texas,48277,49793,393
Midland,0,Texas,1,,0,,Midland Texas,48329,136872,621
Lavaca,0,Texas,1,,0,,Lavaca Texas,48285,19263,50
DeWitt,0,Texas,1,,0,,DeWitt Texas,48123,20097,49
Oldham,0,Texas,1,,0,,Oldham Texas,48359,2052,0
Milam,0,Texas,1,,0,,Milam Texas,48331,24757,35
Kendall,0,Texas,1,,0,,Kendall Texas,48259,33410,0
Guadalupe,0,Texas,1,,0,,Guadalupe Texas,48187,131533,133
Fayette,0,Texas,1,,0,,Fayette Texas,48149,24554,65
Medina,0,Texas,1,1,0,,Medina Texas,48325,46006,25
Wharton,0,Texas,1,1,0,,Wharton Texas,48481,41280,49
Nueces,0,Texas,1,1,0,,Nueces Texas,48355,340223,2035
Upshur,0,Texas,1,1,0,,Upshur Texas,48459,39309,0
Deaf Smith,0,Texas,1,1,0,,Deaf Smith Texas,48117,19372,42
Massachusetts state,1,Massachusetts,529,116,1,,Massachusetts state Massachusetts,#N/A,#N/A,#N/A
Middlesex,0,Massachusetts,177,33,0,,Middlesex Massachusetts,25017,1503085,4150
Suffolk,0,Massachusetts,108,22,1,,Suffolk Massachusetts,25025,722023,6162
Norfolk,0,Massachusetts,69,5,0,,Norfolk Massachusetts,25021,670850,1670
Essex,0,Massachusetts,41,12,0,,Essex Massachusetts,25009,743159,1443
Worcester,0,Massachusetts,24,5,0,,Worcester Massachusetts,25027,798552,2233
