LOCATION,IF_INCLUDE,IF_NAME_ERROR,STATE,COMFIRMED_COMFIRMED,ADDED,DEATH,DEATH_ADDED,CONCA,GEOID,Pop,HospitalBeds
Oneida,0,#N/A,New York,13,,0,,Oneida New York,36065,234878,725
Steuben,0,#N/A,New York,12,1,0,,Steuben New York,36101,98990,115
Clinton,0,#N/A,New York,11,,0,,Clinton New York,36019,82128,300
Chemung,0,#N/A,New York,11,4,0,,Chemung New York,36015,88830,391
Wayne,0,#N/A,New York,11,3,0,,Wayne New York,36117,93772,120
Herkimer,0,#N/A,New York,9,2,0,,Herkimer New York,36043,64519,25
Warren,0,#N/A,New York,8,6,0,,Warren New York,36113,65707,410
Delaware,0,#N/A,New York,8,1,0,,Delaware New York,36025,47980,67
Wyoming,0,#N/A,New York,7,,1,,Wyoming New York,36121,42155,62
Greene,0,#N/A,New York,6,1,0,,Greene New York,36039,49221,0
Washington,0,#N/A,New York,6,2,0,,Washington New York,36115,63216,0
Genesee,0,#N/A,New York,6,2,0,,Genesee New York,36037,60079,131
Otsego,0,#N/A,New York,5,2,0,,Otsego New York,36077,62259,240
Montgomery,0,#N/A,New York,5,,0,,Montgomery New York,36057,50219,130
Essex,0,#N/A,New York,5,,0,,Essex New York,36031,39370,40
St. Lawrence,0,#N/A,New York,4,,0,,St. Lawrence New York,36089,111944,319
Chenango,0,#N/A,New York,4,1,0,,Chenango New York,36017,50477,58
Oswego,0,#N/A,New York,4,,0,,Oswego New York,36075,122109,158
Jefferson,0,#N/A,New York,4,,0,,Jefferson New York,36045,116229,344
Cortland,0,#N/A,New York,4,1,0,,Cortland New York,36023,49336,162
Livingston,0,#N/A,New York,3,,0,,Livingston New York,36051,65393,67
Schoharie,0,#N/A,New York,3,1,0,,Schoharie New York,36095,32749,40
Orleans,0,#N/A,New York,3,1,0,,Orleans New York,36073,42883,39
Tioga,0,#N/A,New York,2,,0,,Tioga New York,36107,51125,0
Hamilton,0,#N/A,New York,2,,0,,Hamilton New York,36041,4836,0
Cayuga,0,#N/A,New York,2,,0,,Cayuga New York,36011,80026,99
Allegany,0,#N/A,New York,2,,0,,Allegany New York,36003,48946,76
Chautauqua,0,#N/A,New York,2,,0,,Chautauqua New York,36013,134905,399
Franklin,0,#N/A,New York,2,1,0,,Franklin New York,36033,51599,173
Fulton,0,#N/A,New York,1,,0,,Fulton New York,36035,55531,74
Unassigned,2,#N/A,New York,0,,87,57,Unassigned New York,#N/A,#N/A,#N/A
category New Jersey,1,#N/A,New Jersey,8825,1949,108,27,category New Jersey New Jersey,#N/A,#N/A,#N/A
Unassigned,2,#N/A,New Jersey,1984,506,82,27,Unassigned New Jersey,#N/A,#N/A,#N/A
Bergen,0,#N/A,New Jersey,1505,299,6,,Bergen New Jersey,34003,905116,3019
Essex,0,#N/A,New Jersey,826,217,4,,Essex New Jersey,34013,783969,4007
Middlesex,0,#N/A,New Jersey,640,135,0,,Middlesex New Jersey,34023,809858,2657
Monmouth,0,#N/A,New Jersey,634,133,3,,Monmouth New Jersey,34025,630380,2176
Hudson,0,#N/A,New Jersey,594,153,2,,Hudson New Jersey,34017,634266,1878
Union,0,#N/A,New Jersey,519,87,0,,Union New Jersey,34039,536499,1521
Passaic,0,#N/A,New Jersey,484,85,7,,Passaic New Jersey,34031,501226,1187
Ocean,0,#N/A,New Jersey,484,95,1,,Ocean New Jersey,34029,576567,1522
Morris,0,#N/A,New Jersey,391,76,1,,Morris New Jersey,34027,492276,2005
Somerset,0,#N/A,New Jersey,222,43,1,,Somerset New Jersey,34035,323444,759
Mercer,0,#N/A,New Jersey,131,20,0,,Mercer New Jersey,34021,366513,1690
Camden,0,#N/A,New Jersey,95,22,1,,Camden New Jersey,34007,513657,2518
Burlington,0,#N/A,New Jersey,88,24,0,,Burlington New Jersey,34005,448734,1112
Sussex,0,#N/A,New Jersey,65,16,0,,Sussex New Jersey,34037,149265,146
Hunterdon,0,#N/A,New Jersey,52,13,0,,Hunterdon New Jersey,34019,128349,184
Gloucester,0,#N/A,New Jersey,40,7,0,,Gloucester New Jersey,34015,288288,609
Warren,0,#N/A,New Jersey,38,7,0,,Warren New Jersey,34041,108692,309
Atlantic,0,#N/A,New Jersey,14,4,0,,Atlantic New Jersey,34001,274549,1414
Cumberland,0,#N/A,New Jersey,9,5,0,,Cumberland New Jersey,34011,156898,511
Cape May,0,#N/A,New Jersey,7,1,0,,Cape May New Jersey,34009,97265,242
Salem,0,#N/A,New Jersey,3,1,0,,Salem New Jersey,34033,66083,222
category California,1,#N/A,California,4657,613,94,12,category California California,#N/A,#N/A,#N/A
Los Angeles,0,#N/A,California,1465,235,26,5,Los Angeles California,06037,9818605,28383
Santa Clara,0,#N/A,California,574,32,20,1,Santa Clara California,06085,1781642,3831
San Diego,0,#N/A,California,341,,3,,San Diego California,06073,3095313,7623
Orange,0,#N/A,California,321,65,3,2,Orange California,06059,3010232,7902
San Francisco,0,#N/A,California,279,56,3,1,San Francisco California,06075,805235,4733
San Mateo,0,#N/A,California,239,44,6,1,San Mateo California,06081,718451,1781
Alameda,0,#N/A,California,220,42,4,,Alameda California,06001,1510271,3833
Sacramento,0,#N/A,California,164,51,6,1,Sacramento California,06067,1418788,3500
Riverside,0,#N/A,California,149,44,8,,Riverside California,06065,2189641,3945
Contra Costa,0,#N/A,California,147,16,1,,Contra Costa California,06013,1049025,1804
San Joaquin,0,#N/A,California,90,7,3,,San Joaquin California,06077,685306,1256
Marin,0,#N/A,California,65,,0,,Marin California,06041,252409,458
Ventura,0,#N/A,California,61,,1,,Ventura California,06111,823318,1660
San Luis Obispo,0,#N/A,California,59,5,0,,San Luis Obispo California,06079,269637,1747
San Bernardino,0,#N/A,California,54,,3,,San Bernardino California,06071,2035210,5906
Sonoma,0,#N/A,California,44,,1,,Sonoma California,06097,483878,1956
Solano,0,#N/A,California,34,,0,,Solano California,06095,413344,749
Kern,0,#N/A,California,33,,1,1,Kern California,06029,839631,1833
Santa Barbara,0,#N/A,California,32,,0,,Santa Barbara California,06083,423895,1054
Santa Cruz,0,#N/A,California,32,,0,,Santa Cruz California,06087,262382,375
Placer,0,#N/A,California,30,,1,,Placer California,06061,348432,748
Fresno,0,#N/A,California,27,,0,,Fresno California,06019,930450,3551
Monterey,0,#N/A,California,24,,1,,Monterey California,06053,415057,793
Tulare,0,#N/A,California,20,,0,,Tulare California,06107,442179,2086
Stanislaus,0,#N/A,California,17,,0,,Stanislaus California,06099,514453,1584
Imperial,0,#N/A,California,17,,0,,Imperial California,06025,174528,268
San Benito,0,#N/A,California,13,1,1,,San Benito California,06069,55269,181
Yolo,0,#N/A,California,13,2,1,,Yolo California,06113,200849,156
Humboldt,0,#N/A,California,12,,0,,Humboldt California,06023,134623,299
Unassigned,2,#N/A,California,12,12,0,,Unassigned California,#N/A,#N/A,#N/A
Madera,0,#N/A,California,10,,0,,Madera California,06039,150865,462
El Dorado,0,#N/A,California,9,,0,,El Dorado California,06017,181058,240
Nevada,0,#N/A,California,8,,0,,Nevada California,06057,98764,176
Mono,0,#N/A,California,6,,0,,Mono California,06051,14202,17
Napa,0,#N/A,California,6,,0,,Napa California,06055,136484,1780
Butte,0,#N/A,California,5,,0,,Butte California,06007,220000,592
Merced,0,#N/A,California,4,,0,,Merced California,06047,255793,246
Calaveras,0,#N/A,California,3,,0,,Calaveras California,06009,45578,48
Yuba,0,#N/A,California,3,,0,,Yuba California,06115,72155,173
Inyo,0,#N/A,California,3,1,0,,Inyo California,06027,18546,62
Siskiyou,0,#N/A,California,3,,0,,Siskiyou California,06093,44900,61
Shasta,0,#N/A,California,3,,1,,Shasta California,06089,177223,748
Amador,0,#N/A,California,2,,0,,Amador California,06005,38091,52
Sutter,0,#N/A,California,2,,0,,Sutter California,06101,94737,92
Mendocino,0,#N/A,California,2,,0,,Mendocino California,06045,87841,141
category Washington,1,#N/A,Washington,3700,493,174,24,category Washington Washington,#N/A,#N/A,#N/A
King,0,#N/A,Washington,1760,183,125,16,King Washington,53033,1931249,5433
Snohomish,0,#N/A,Washington,913,135,23,5,Snohomish Washington,53061,713335,786
Pierce,0,#N/A,Washington,231,45,5,1,Pierce Washington,53053,795225,2408
Whatcom,0,#N/A,Washington,92,6,4,,Whatcom Washington,53073,201140,253
Skagit,0,#N/A,Washington,91,13,1,,Skagit Washington,53057,116901,205
Spokane,0,#N/A,Washington,86,19,0,,Spokane Washington,53063,471221,1847
Island,0,#N/A,Washington,79,15,1,,Island Washington,53029,78506,76
Clark,0,#N/A,Washington,76,28,6,1,Clark Washington,53011,425363,580
Yakima,0,#N/A,Washington,72,6,2,,Yakima Washington,53077,243231,528
Unassigned,2,#N/A,Washington,45,,0,,Unassigned Washington,#N/A,#N/A,#N/A
Benton,0,#N/A,Washington,42,23,5,1,Benton Washington,53005,175177,447
Grant,0,#N/A,Washington,42,9,1,,Grant Washington,53025,89120,186
Kitsap,0,#N/A,Washington,42,,0,,Kitsap Washington,53035,251133,381
Thurston,0,#N/A,Washington,27,,0,,Thurston Washington,53067,252264,474
Chelan,0,#N/A,Washington,13,1,1,,Chelan Washington,53007,72453,251
Franklin,0,#N/A,Washington,12,5,0,,Franklin Washington,53021,78163,106
Jefferson,0,#N/A,Washington,11,,0,,Jefferson Washington,53031,29872,25
Kittitas,0,#N/A,Washington,8,,0,,Kittitas Washington,53037,40915,25
Lewis,0,#N/A,Washington,7,2,0,,Lewis Washington,53041,75455,125
Cowlitz,0,#N/A,Washington,7,,0,,Cowlitz Washington,53015,102410,202
Klickitat,0,#N/A,Washington,7,,0,,Klickitat Washington,53039,20318,42
Whitman,0,#N/A,Washington,5,,0,,Whitman Washington,53075,44776,50
Clallam,0,#N/A,Washington,5,,0,,Clallam Washington,53009,71404,163
Adams,0,#N/A,Washington,5,,0,,Adams Washington,53001,18728,57
Douglas,0,#N/A,Washington,5,,0,,Douglas Washington,53017,38431,0
Stevens,0,#N/A,Washington,3,1,0,,Stevens Washington,53065,43531,90
San Juan,0,#N/A,Washington,3,1,0,,San Juan Washington,53055,15769,25
Walla Walla,0,#N/A,Washington,2,,0,,Walla Walla Washington,53071,58781,316
Mason,0,#N/A,Washington,2,,0,,Mason Washington,53045,60699,25
Okanogan,0,#N/A,Washington,2,1,0,,Okanogan Washington,53047,41120,91
Lincoln,0,#N/A,Washington,1,,0,,Lincoln Washington,53043,10570,85
Ferry,0,#N/A,Washington,1,,0,,Ferry Washington,53019,7551,25
Columbia,0,#N/A,Washington,1,,0,,Columbia Washington,53013,4078,25
Grays Harbor,0,#N/A,Washington,1,,0,,Grays Harbor Washington,53027,72797,130
Skamania,0,#N/A,Washington,1,,0,,Skamania Washington,53059,11066,0
category Michigan,1,#N/A,Michigan,3657,801,92,31,category Michigan Michigan,#N/A,#N/A,#N/A
Wayne,0,#N/A,Michigan,1810,421,37,11,Wayne Michigan,26163,1820584,6009
Oakland,0,#N/A,Michigan,824,156,26,11,Oakland Michigan,26125,1202362,4435
Macomb,0,#N/A,Michigan,404,57,14,3,Macomb Michigan,26099,840978,1119
Washtenaw,0,#N/A,Michigan,150,58,3,,Washtenaw Michigan,26161,344791,1719
Genesee,0,#N/A,Michigan,91,28,4,2,Genesee Michigan,26049,425790,1169
Kent,0,#N/A,Michigan,45,4,1,,Kent Michigan,26081,602622,1840
Livingston,0,#N/A,Michigan,31,10,1,,Livingston Michigan,26093,180967,177
Monroe,0,#N/A,Michigan,28,7,0,,Monroe Michigan,26115,152021,217
Ingham,0,#N/A,Michigan,26,4,1,1,Ingham Michigan,26065,280895,1093
Other,2,#N/A,Michigan,22,9,0,,Other Michigan,#N/A,#N/A,#N/A
Ottawa,0,#N/A,Michigan,21,3,0,,Ottawa Michigan,26139,263801,311
Berrien,0,#N/A,Michigan,18,7,0,,Berrien Michigan,26021,156813,512
Jackson,0,#N/A,Michigan,16,,0,,Jackson Michigan,26075,160248,389
St. Clair,0,#N/A,Michigan,15,2,0,,St. Clair Michigan,26147,163040,398
Saginaw,0,#N/A,Michigan,14,4,0,,Saginaw Michigan,26145,200169,968
Kalamazoo,0,#N/A,Michigan,11,1,0,,Kalamazoo Michigan,26077,250331,821
Calhoun,0,#N/A,Michigan,9,2,0,,Calhoun Michigan,26025,136146,291
Out of State,2,#N/A,Michigan,8,1,0,,Out of State Michigan,#N/A,#N/A,#N/A
Lenawee,0,#N/A,Michigan,8,3,0,,Lenawee Michigan,26091,99892,113
Midland,0,#N/A,Michigan,8,2,0,,Midland Michigan,26111,83629,308
Clinton,0,#N/A,Michigan,8,1,0,,Clinton Michigan,26037,75382,25
Eaton,0,#N/A,Michigan,8,4,0,,Eaton Michigan,26045,107759,45
Otsego,0,#N/A,Michigan,7,,0,,Otsego Michigan,26137,24164,46
Hillsdale,0,#N/A,Michigan,6,1,0,,Hillsdale Michigan,26059,46688,65
Muskegon,0,#N/A,Michigan,6,3,2,2,Muskegon Michigan,26121,172188,413
Isabella,0,#N/A,Michigan,4,1,0,,Isabella Michigan,26073,70311,118
Lapeer,0,#N/A,Michigan,4,1,0,,Lapeer Michigan,26087,88319,183
Kalkaska,0,#N/A,Michigan,4,2,0,,Kalkaska Michigan,26079,17153,8
Charlevoix,0,#N/A,Michigan,4,,0,,Charlevoix Michigan,26029,25949,25
Bay,0,#N/A,Michigan,4,,0,,Bay Michigan,26017,107771,389
Van Buren,0,#N/A,Michigan,3,1,0,,Van Buren Michigan,26159,76258,84
Grand Traverse,0,#N/A,Michigan,3,,0,,Grand Traverse Michigan,26055,86986,377
Emmet,0,#N/A,Michigan,3,1,0,,Emmet Michigan,26047,32694,178
Montcalm,0,#N/A,Michigan,3,,0,,Montcalm Michigan,26117,63342,148
Gladwin,0,#N/A,Michigan,2,,0,,Gladwin Michigan,26051,25692,25
Tuscola,0,#N/A,Michigan,2,,1,,Tuscola Michigan,26157,55729,50
Sanilac,0,#N/A,Michigan,2,1,0,,Sanilac Michigan,26151,43114,65
Ionia,0,#N/A,Michigan,2,,0,,Ionia Michigan,26067,63905,22
Shiawassee,0,#N/A,Michigan,2,1,0,,Shiawassee Michigan,26155,70648,107
Leelanau,0,#N/A,Michigan,1,,0,,Leelanau Michigan,26089,21708,0
Clare,0,#N/A,Michigan,1,,0,,Clare Michigan,26035,30926,49
Wexford,0,#N/A,Michigan,1,,0,,Wexford Michigan,26165,32735,49
Manistee,0,3,Michigan,2,1,0,,Manistee Michigan,26101,24733,45
Marquette,0,#N/A,Michigan,1,,0,,Marquette Michigan,26103,67077,289
Barry,0,#N/A,Michigan,1,,0,,Barry Michigan,26015,59173,49
Iosco,0,#N/A,Michigan,1,,0,,Iosco Michigan,26069,25887,49
Chippewa,0,#N/A,Michigan,1,,0,,Chippewa Michigan,26033,38520,82
Roscommon,0,#N/A,Michigan,1,,0,,Roscommon Michigan,26143,24449,0
Oceana,0,#N/A,Michigan,1,,0,,Oceana Michigan,26127,26570,24
Cass,0,#N/A,Michigan,1,,0,,Cass Michigan,26027,52293,25
Newaygo,0,#N/A,Michigan,1,,0,,Newaygo Michigan,26123,48460,25
Mecosta,0,#N/A,Michigan,1,,1,,Mecosta Michigan,26107,42798,69
Missaukee,0,#N/A,Michigan,1,,0,,Missaukee Michigan,26113,14849,0
Ogemaw,0,#N/A,Michigan,1,,0,,Ogemaw Michigan,26129,21699,88
Allegan,0,#N/A,Michigan,1,,0,,Allegan Michigan,26005,111408,68
Huron,0,#N/A,Michigan,1,1,0,,Huron Michigan,26063,33118,88
Crawford,0,#N/A,Michigan,1,1,0,,Crawford Michigan,26039,14074,71
Dickson,0,3 combined with Manistee ,Michigan,1,1,0,,Dickson Michigan,#N/A,#N/A,#N/A
Gogebic,0,#N/A,Michigan,1,1,1,1,Gogebic Michigan,26053,16427,25
Gratiot,0,#N/A,Michigan,1,1,0,,Gratiot Michigan,26057,42476,67
category Massachusetts,1,#N/A,Massachusetts,3240,823,35,10,category Massachusetts Massachusetts,#N/A,#N/A,#N/A
Middlesex,0,#N/A,Massachusetts,685,147,5,1,Middlesex Massachusetts,25017,1503085,4150
Suffolk,0,#N/A,Massachusetts,631,183,2,,Suffolk Massachusetts,25025,722023,6162
Norfolk,0,#N/A,Massachusetts,393,101,6,4,Norfolk Massachusetts,25021,670850,1670
Essex,0,#N/A,Massachusetts,350,103,2,,Essex Massachusetts,25009,743159,1443
Unassigned,2,#N/A,Massachusetts,303,36,9,,Unassigned Massachusetts,#N/A,#N/A,#N/A
Worcester,0,#N/A,Massachusetts,219,53,3,,Worcester Massachusetts,25027,798552,2233
Plymouth,0,3,Massachusetts,187,49,0,,Plymouth Massachusetts,25023,494919,872
Bristol,0,#N/A,Massachusetts,129,39,1,1,Bristol Massachusetts,25005,548285,1399
Berkshire,0,#N/A,Massachusetts,105,32,2,2,Berkshire Massachusetts,25003,131219,323
Barnstable,0,#N/A,Massachusetts,100,33,2,1,Barnstable Massachusetts,25001,215888,407
Hampden,0,#N/A,Massachusetts,90,35,1,,Hampden Massachusetts,25013,463490,1773
Franklin,0,#N/A,Massachusetts,24,8,2,1,Franklin Massachusetts,25011,71372,89
Hampshire,0,#N/A,Massachusetts,20,3,0,,Hampshire Massachusetts,25015,158080,165
Dukes and Nantucket,0,Nantucket Massachusetts,Massachusetts,4,1,0,,Dukes and Nantucket Massachusetts,25019,10172,19
category Illinois,1,#N/A,Illinois,3027,485,34,8,category Illinois Illinois,#N/A,#N/A,#N/A
Cook,0,#N/A,Illinois,2239,335,20,2,Cook Illinois,17031,5194675,17992
Lake,0,#N/A,Illinois,230,45,0,,Lake Illinois,17097,703462,968
DuPage,0,#N/A,Illinois,199,17,6,5,DuPage Illinois,17043,916924,1880
Will,0,#N/A,Illinois,104,37,3,,Will Illinois,17197,677560,917
Kane,0,#N/A,Illinois,75,18,2,1,Kane Illinois,17089,515269,1101
McHenry,0,#N/A,Illinois,45,18,1,,McHenry Illinois,17111,308760,343
Kankakee,0,#N/A,Illinois,17,2,0,,Kankakee Illinois,17091,113449,468
St. Clair,0,#N/A,Illinois,15,2,0,,St. Clair Illinois,17163,270056,818
McLean,0,#N/A,Illinois,10,2,1,,McLean Illinois,17113,169572,200
Champaign,0,#N/A,Illinois,10,,0,,Champaign Illinois,17019,201081,549
Winnebago,0,#N/A,Illinois,8,,0,,Winnebago Illinois,17201,295266,907
Madison,0,#N/A,Illinois,8,2,0,,Madison Illinois,17119,269282,943
Kendall,0,#N/A,Illinois,8,1,0,,Kendall Illinois,17093,114736,0
Sangamon,0,#N/A,Illinois,7,,1,,Sangamon Illinois,17167,197465,1045
Peoria,0,#N/A,Illinois,6,,0,,Peoria Illinois,17143,186494,1122
Clinton,0,#N/A,Illinois,5,,0,,Clinton Illinois,17027,37762,0
DeKalb,0,#N/A,Illinois,4,1,0,,DeKalb Illinois,17037,105160,191
Rock Island,0,#N/A,Illinois,4,,0,,Rock Island Illinois,17161,147546,444
Woodford,0,#N/A,Illinois,3,,0,,Woodford Illinois,17203,38664,18
La Salle,0,LaSalle Illinois,Illinois,3,,0,,La Salle Illinois,17099,113924,244
Monroe,0,#N/A,Illinois,3,,0,,Monroe Illinois,17133,32957,0
Stephenson,0,#N/A,Illinois,2,,0,,Stephenson Illinois,17177,47711,100
Livingston,0,#N/A,Illinois,2,1,0,,Livingston Illinois,17105,38950,42
Whiteside,0,#N/A,Illinois,2,1,0,,Whiteside Illinois,17195,58498,135
Grundy,0,#N/A,Illinois,2,,0,,Grundy Illinois,17063,50063,89
Tazewell,0,#N/A,Illinois,2,,0,,Tazewell Illinois,17179,135394,150
Jo Daviess,0,#N/A,Illinois,1,,0,,Jo Daviess Illinois,17085,22678,25
Jackson,0,#N/A,Illinois,1,,0,,Jackson Illinois,17077,60218,184
Adams,0,#N/A,Illinois,1,,0,,Adams Illinois,17001,67103,335
Henry,0,#N/A,Illinois,1,1,0,,Henry Illinois,17073,50486,86
Williamson,0,#N/A,Illinois,1,,0,,Williamson Illinois,17199,66357,431
Christian,0,#N/A,Illinois,1,,0,,Christian Illinois,17021,34800,67
Douglas,0,#N/A,Illinois,1,,0,,Douglas Illinois,17041,19980,0
Marshall,0,#N/A,Illinois,1,,0,,Marshall Illinois,17123,12640,0
Cumberland,0,#N/A,Illinois,1,,0,,Cumberland Illinois,17035,11048,0
Franklin,0,#N/A,Illinois,1,,0,,Franklin Illinois,17055,39561,25
Morgan,0,#N/A,Illinois,1,,0,,Morgan Illinois,17137,35547,108
Bureau,0,#N/A,Illinois,1,1,0,,Bureau Illinois,17011,34978,25
Iroquois,0,#N/A,Illinois,1,1,0,,Iroquois Illinois,17075,29718,84
Washington,0,#N/A,Illinois,1,,0,,Washington Illinois,17189,14716,0
category Florida,1,#N/A,Florida,2900,417,35,7,category Florida Florida,#N/A,#N/A,#N/A
Miami-Dade,0,#N/A,Florida,763,109,1,1,Miami-Dade Florida,12086,2496435,9965
Broward,0,#N/A,Florida,614,109,5,2,Broward Florida,12011,1748066,6715
Palm Beach,0,#N/A,Florida,194,20,3,,Palm Beach Florida,12099,1320134,4993
Hillsborough,0,#N/A,Florida,167,16,1,,Hillsborough Florida,12057,1229226,4857
Orange,0,#N/A,Florida,156,37,4,,Orange Florida,12095,1145956,4751
Duval,0,#N/A,Florida,90,8,3,,Duval Florida,12031,864263,4071
Collier,0,#N/A,Florida,81,14,0,,Collier Florida,12021,321520,1051
Pinellas,0,#N/A,Florida,77,12,1,,Pinellas Florida,12103,916542,4119
Lee,0,#N/A,Florida,76,10,4,1,Lee Florida,12071,618754,2240
Alachua,0,#N/A,Florida,57,4,0,,Alachua Florida,12001,247336,1765
Osceola,0,#N/A,Florida,53,8,0,,Osceola Florida,12097,268685,997
Seminole,0,#N/A,Florida,49,9,0,,Seminole Florida,12117,422718,965
Sarasota,0,#N/A,Florida,40,6,2,1,Sarasota Florida,12115,379448,1618
Volusia,0,#N/A,Florida,39,5,0,,Volusia Florida,12127,494593,2042
St. Johns,0,#N/A,Florida,36,,1,,St. Johns Florida,12109,190039,335
Sumter,0,#N/A,Florida,29,5,0,,Sumter Florida,12119,93420,339
Lake,0,#N/A,Florida,29,3,0,,Lake Florida,12069,297052,897
Manatee,0,#N/A,Florida,28,3,1,,Manatee Florida,12081,322833,806
Polk,0,#N/A,Florida,26,6,0,,Polk Florida,12105,602095,1793
Pasco,0,#N/A,Florida,23,2,1,,Pasco Florida,12101,464697,1440
Okaloosa,0,#N/A,Florida,23,1,0,,Okaloosa Florida,12091,180822,673
Clay,0,#N/A,Florida,22,2,4,,Clay Florida,12019,190865,416
Escambia,0,#N/A,Florida,22,2,0,,Escambia Florida,12033,297619,1276
Brevard,0,#N/A,Florida,16,2,0,,Brevard Florida,12009,543376,1768
Monroe,0,#N/A,Florida,16,2,0,,Monroe Florida,12087,73090,148
Martin,0,#N/A,Florida,16,5,0,,Martin Florida,12085,146318,558
St. Lucie,0,#N/A,Florida,14,3,1,1,St. Lucie Florida,12111,277789,836
Leon,0,#N/A,Florida,14,1,0,,Leon Florida,12073,275487,1208
Indian River,0,#N/A,Florida,14,,0,,Indian River Florida,12061,138028,612
Walton,0,#N/A,Florida,13,,0,,Walton Florida,12131,55043,108
Putnam,0,#N/A,Florida,12,,0,,Putnam Florida,12107,74364,99
Santa Rosa,0,#N/A,Florida,11,,1,,Santa Rosa Florida,12113,151372,385
Citrus,0,#N/A,Florida,11,,1,,Citrus Florida,12017,141236,332
Flagler,0,#N/A,Florida,11,3,0,,Flagler Florida,12035,95696,99
Hernando,0,#N/A,Florida,10,1,0,,Hernando Florida,12053,172778,620
Marion,0,#N/A,Florida,8,3,0,,Marion Florida,12083,331298,919
Baker,0,#N/A,Florida,7,2,0,,Baker Florida,12003,27115,1163
Nassau,0,#N/A,Florida,6,1,0,,Nassau Florida,12089,73314,54
Desoto,0,#N/A,Florida,6,1,0,,Desoto Florida,12027,34862,49
Highlands,0,#N/A,Florida,5,,1,1,Highlands Florida,12055,98786,323
Charlotte,0,#N/A,Florida,5,1,0,,Charlotte Florida,12015,159978,823
Bay,0,#N/A,Florida,3,,0,,Bay Florida,12005,168852,752
Columbia,0,#N/A,Florida,3,,0,,Columbia Florida,12023,67531,346
Bradford,0,#N/A,Florida,1,,0,,Bradford Florida,12007,28520,25
Jackson,0,#N/A,Florida,1,,0,,Jackson Florida,12063,49746,87
Gadsden,0,#N/A,Florida,1,,0,,Gadsden Florida,12039,46389,1253
Washington,0,#N/A,Florida,1,,0,,Washington Florida,12133,24896,59
Suwannee,0,#N/A,Florida,1,1,0,,Suwannee Florida,12121,41551,15
category Louisiana,1,#N/A,Louisiana,2746,443,119,36,category Louisiana Louisiana,#N/A,#N/A,#N/A
Orleans,0,#N/A,Louisiana,1170,173,57,11,Orleans Louisiana,22071,343829,1647
Jefferson,0,#N/A,Louisiana,548,90,24,12,Jefferson Louisiana,22051,432552,1628
Caddo,0,#N/A,Louisiana,140,25,2,1,Caddo Louisiana,22017,254969,2026
East Baton Rouge,0,#N/A,Louisiana,124,19,4,,East Baton Rouge Louisiana,22033,440171,2055
St. Tammany,0,#N/A,Louisiana,111,22,2,1,St. Tammany Louisiana,22103,233740,946
Ascension,0,#N/A,Louisiana,90,,1,,Ascension Louisiana,22005,107215,83
Lafayette,0,#N/A,Louisiana,44,14,0,,Lafayette Louisiana,22055,221578,1110
St. John the Baptist,0,#N/A,Louisiana,41,3,3,1,St. John the Baptist Louisiana,22095,45924,0
St. James,0,#N/A,Louisiana,40,11,3,2,St. James Louisiana,22093,22102,20
Bossier,0,#N/A,Louisiana,37,5,0,,Bossier Louisiana,22015,116979,404
St. Bernard,0,#N/A,Louisiana,31,3,1,,St. Bernard Louisiana,22087,35897,0
Lafourche,0,#N/A,Louisiana,30,2,2,1,Lafourche Louisiana,22057,96318,203
